국가,연도,의약품,의약품소비량,의약품판매량
벨기에,2005,심장 배당체,4.4,6253.2
벨기에,2005,항 부정맥제,7.9,6253.2
벨기에,2005,이뇨제,44.1,6253.2
벨기에,2005,향균제,22.2,6253.2
벨기에,2005,진통제,10.8,6253.2
벨기에,2005,항우울제,53.5,6253.2
벨기에,2006,소화관 및 신진대사,104.6,6407.6
벨기에,2006,소화성궤양 및 위장용 약물,47.9,6407.6
벨기에,2006,당뇨 약물,49.3,6407.6
벨기에,2006,심장 배당체,4.0,6407.6
벨기에,2006,항 부정맥제,7.9,6407.6
벨기에,2006,이뇨제,44.5,6407.6
벨기에,2006,진통제,11.5,6407.6
벨기에,2006,항우울제,55.7,6407.6
벨기에,2007,소화관 및 신진대사,113.3,7363.6
벨기에,2007,소화성궤양 및 위장용 약물,54.7,7363.6
벨기에,2007,당뇨 약물,50.9,7363.6
벨기에,2007,심장 배당체,3.7,7363.6
벨기에,2007,항 부정맥제,8.0,7363.6
벨기에,2007,이뇨제,44.5,7363.6
벨기에,2007,향균제,22.6,7363.6
벨기에,2007,진통제,12.3,7363.6
벨기에,2007,항우울제,58.6,7363.6
벨기에,2008,소화관 및 신진대사,131.5,8261.4
벨기에,2008,소화성궤양 및 위장용 약물,67.3,8261.4
벨기에,2008,당뇨 약물,55.9,8261.4
벨기에,2008,심장 배당체,3.6,8261.4
벨기에,2008,항 부정맥제,8.6,8261.4
벨기에,2008,이뇨제,46.8,8261.4
벨기에,2008,향균제,24.2,8261.4
벨기에,2008,진통제,13.3,8261.4
벨기에,2008,항우울제,64.5,8261.4
벨기에,2009,소화관 및 신진대사,141.6,8041.3
벨기에,2009,소화성궤양 및 위장용 약물,75.3,8041.3
벨기에,2009,당뇨 약물,58.0,8041.3
벨기에,2009,심장 배당체,3.3,8041.3
벨기에,2009,항 부정맥제,8.5,8041.3
벨기에,2009,이뇨제,46.4,8041.3
벨기에,2009,향균제,23.9,8041.3
벨기에,2009,진통제,13.8,8041.3
벨기에,2009,항우울제,66.8,8041.3
벨기에,2010,소화관 및 신진대사,148.5,7797.2
벨기에,2010,소화성궤양 및 위장용 약물,79.7,7797.2
벨기에,2010,당뇨 약물,60.5,7797.2
벨기에,2010,심장 배당체,3.0,7797.2
벨기에,2010,항 부정맥제,8.5,7797.2
벨기에,2010,이뇨제,45.9,7797.2
벨기에,2010,향균제,24.9,7797.2
벨기에,2010,진통제,14.4,7797.2
벨기에,2010,항우울제,68.7,7797.2
벨기에,2011,소화관 및 신진대사,153.9,8342.4
벨기에,2011,소화성궤양 및 위장용 약물,83.8,8342.4
벨기에,2011,당뇨 약물,61.7,8342.4
벨기에,2011,심장 배당체,2.8,8342.4
벨기에,2011,항 부정맥제,8.4,8342.4
벨기에,2011,이뇨제,44.0,8342.4
벨기에,2011,향균제,25.4,8342.4
벨기에,2011,진통제,15.7,8342.4
벨기에,2011,항우울제,70.0,8342.4
벨기에,2012,소화관 및 신진대사,159.5,7630.9
벨기에,2012,소화성궤양 및 위장용 약물,87.7,7630.9
벨기에,2012,당뇨 약물,63.2,7630.9
벨기에,2012,심장 배당체,2.6,7630.9
벨기에,2012,항 부정맥제,8.4,7630.9
벨기에,2012,이뇨제,43.3,7630.9
벨기에,2012,향균제,25.6,7630.9
벨기에,2012,진통제,17.3,7630.9
벨기에,2012,항우울제,70.4,7630.9
벨기에,2013,소화관 및 신진대사,165.3,7899.5
벨기에,2013,소화성궤양 및 위장용 약물,91.3,7899.5
벨기에,2013,당뇨 약물,65.0,7899.5
벨기에,2013,심장 배당체,2.1,7899.5
벨기에,2013,항 부정맥제,8.3,7899.5
벨기에,2013,이뇨제,42.0,7899.5
벨기에,2013,향균제,24.2,7899.5
벨기에,2013,진통제,18.4,7899.5
벨기에,2013,항우울제,72.1,7899.5
벨기에,2014,소화관 및 신진대사,170.9,7901.2
벨기에,2014,소화성궤양 및 위장용 약물,95.4,7901.2
벨기에,2014,당뇨 약물,66.3,7901.2
벨기에,2014,심장 배당체,1.9,7901.2
벨기에,2014,항 부정맥제,8.2,7901.2
벨기에,2014,이뇨제,41.2,7901.2
벨기에,2014,향균제,24.0,7901.2
벨기에,2014,진통제,19.7,7901.2
벨기에,2014,항우울제,74.9,7901.2
벨기에,2015,소화관 및 신진대사,177.9,6869.7
벨기에,2015,소화성궤양 및 위장용 약물,100.1,6869.7
벨기에,2015,당뇨 약물,68.0,6869.7
벨기에,2015,심장 배당체,1.7,6869.7
벨기에,2015,항 부정맥제,8.2,6869.7
벨기에,2015,이뇨제,40.6,6869.7
벨기에,2015,향균제,24.4,6869.7
벨기에,2015,진통제,20.6,6869.7
벨기에,2015,항우울제,77.5,6869.7
벨기에,2016,소화관 및 신진대사,189.0,6910.0
벨기에,2016,소화성궤양 및 위장용 약물,108.7,6910.0
벨기에,2016,당뇨 약물,70.0,6910.0
벨기에,2016,심장 배당체,1.5,6910.0
벨기에,2016,항 부정맥제,8.1,6910.0
벨기에,2016,이뇨제,39.9,6910.0
벨기에,2016,향균제,24.2,6910.0
벨기에,2016,진통제,21.7,6910.0
벨기에,2016,항우울제,79.0,6910.0
벨기에,2017,소화관 및 신진대사,174.3,7391.7
벨기에,2017,소화성궤양 및 위장용 약물,92.6,7391.7
벨기에,2017,당뇨 약물,71.0,7391.7
벨기에,2017,심장 배당체,1.3,7391.7
벨기에,2017,항 부정맥제,8.0,7391.7
벨기에,2017,이뇨제,38.6,7391.7
벨기에,2017,향균제,22.8,7391.7
벨기에,2017,진통제,22.4,7391.7
벨기에,2017,항우울제,78.8,7391.7
벨기에,2018,소화관 및 신진대사,181.1,7890.0
벨기에,2018,소화성궤양 및 위장용 약물,97.2,7890.0
벨기에,2018,당뇨 약물,72.8,7890.0
벨기에,2018,심장 배당체,1.2,7890.0
벨기에,2018,항 부정맥제,8.0,7890.0
벨기에,2018,이뇨제,37.4,7890.0
벨기에,2018,향균제,22.3,7890.0
벨기에,2018,진통제,22.8,7890.0
벨기에,2018,항우울제,79.7,7890.0
벨기에,2019,소화관 및 신진대사,187.1,8234.1
벨기에,2019,소화성궤양 및 위장용 약물,100.0,8234.1
벨기에,2019,당뇨 약물,75.8,8234.1
벨기에,2019,심장 배당체,1.1,8234.1
벨기에,2019,항 부정맥제,7.9,8234.1
벨기에,2019,이뇨제,34.1,8234.1
벨기에,2019,향균제,21.3,8234.1
벨기에,2019,진통제,23.5,8234.1
벨기에,2019,항우울제,81.9,8234.1
체코,1998,소화관 및 신진대사,209.2,1028.9
체코,1998,제산제,2.4,1028.9
체코,1998,소화성궤양 및 위장용 약물,13.1,1028.9
체코,1998,당뇨 약물,35.8,1028.9
체코,1998,심장 배당체,14.2,1028.9
체코,1998,항 부정맥제,3.8,1028.9
체코,1998,이뇨제,25.7,1028.9
체코,1998,진통제,21.3,1028.9
체코,1998,수면제 및 진정제,18.1,1028.9
체코,1998,항우울제,7.1,1028.9
체코,1999,소화관 및 신진대사,221.5,1053.2
체코,1999,제산제,2.1,1053.2
체코,1999,소화성궤양 및 위장용 약물,15.5,1053.2
체코,1999,당뇨 약물,37.8,1053.2
체코,1999,심장 배당체,13.7,1053.2
체코,1999,항 부정맥제,4.4,1053.2
체코,1999,이뇨제,28.9,1053.2
체코,1999,진통제,22.8,1053.2
체코,1999,수면제 및 진정제,18.2,1053.2
체코,1999,항우울제,8.4,1053.2
체코,2000,소화관 및 신진대사,213.7,994.4
체코,2000,제산제,2.0,994.4
체코,2000,소화성궤양 및 위장용 약물,16.8,994.4
체코,2000,당뇨 약물,38.8,994.4
체코,2000,심장 배당체,12.1,994.4
체코,2000,항 부정맥제,4.9,994.4
체코,2000,이뇨제,31.0,994.4
체코,2000,진통제,21.2,994.4
체코,2000,수면제 및 진정제,17.0,994.4
체코,2000,항우울제,9.7,994.4
체코,2001,소화관 및 신진대사,226.0,1163.0
체코,2001,제산제,1.8,1163.0
체코,2001,소화성궤양 및 위장용 약물,19.2,1163.0
체코,2001,당뇨 약물,47.4,1163.0
체코,2001,심장 배당체,11.0,1163.0
체코,2001,항 부정맥제,5.1,1163.0
체코,2001,이뇨제,34.0,1163.0
체코,2001,진통제,21.7,1163.0
체코,2001,수면제 및 진정제,15.9,1163.0
체코,2001,항우울제,12.0,1163.0
체코,2002,소화관 및 신진대사,212.5,1467.1
체코,2002,제산제,1.8,1467.1
체코,2002,소화성궤양 및 위장용 약물,21.6,1467.1
체코,2002,당뇨 약물,48.6,1467.1
체코,2002,심장 배당체,9.7,1467.1
체코,2002,항 부정맥제,5.6,1467.1
체코,2002,이뇨제,37.1,1467.1
체코,2002,진통제,20.9,1467.1
체코,2002,수면제 및 진정제,15.8,1467.1
체코,2002,항우울제,14.1,1467.1
체코,2003,소화관 및 신진대사,206.3,1851.0
체코,2003,제산제,1.6,1851.0
체코,2003,소화성궤양 및 위장용 약물,24.1,1851.0
체코,2003,당뇨 약물,50.0,1851.0
체코,2003,심장 배당체,8.5,1851.0
체코,2003,항 부정맥제,6.0,1851.0
체코,2003,이뇨제,39.3,1851.0
체코,2003,진통제,22.4,1851.0
체코,2003,수면제 및 진정제,14.8,1851.0
체코,2003,항우울제,16.9,1851.0
체코,2004,소화관 및 신진대사,195.9,2217.7
체코,2004,제산제,1.8,2217.7
체코,2004,소화성궤양 및 위장용 약물,28.4,2217.7
체코,2004,당뇨 약물,47.1,2217.7
체코,2004,심장 배당체,7.1,2217.7
체코,2004,항 부정맥제,5.5,2217.7
체코,2004,이뇨제,38.6,2217.7
체코,2004,진통제,20.3,2217.7
체코,2004,수면제 및 진정제,14.2,2217.7
체코,2004,항우울제,20.2,2217.7
체코,2005,소화관 및 신진대사,213.3,2708.0
체코,2005,제산제,1.9,2708.0
체코,2005,소화성궤양 및 위장용 약물,34.3,2708.0
체코,2005,당뇨 약물,52.8,2708.0
체코,2005,심장 배당체,6.6,2708.0
체코,2005,항 부정맥제,6.3,2708.0
체코,2005,이뇨제,42.4,2708.0
체코,2005,진통제,23.0,2708.0
체코,2005,수면제 및 진정제,15.0,2708.0
체코,2005,항우울제,26.7,2708.0
체코,2006,소화관 및 신진대사,201.2,2609.8
체코,2006,제산제,1.6,2609.8
체코,2006,소화성궤양 및 위장용 약물,32.8,2609.8
체코,2006,당뇨 약물,54.6,2609.8
체코,2006,심장 배당체,5.7,2609.8
체코,2006,항 부정맥제,6.1,2609.8
체코,2006,이뇨제,39.9,2609.8
체코,2006,진통제,21.3,2609.8
체코,2006,수면제 및 진정제,14.2,2609.8
체코,2006,항우울제,29.0,2609.8
체코,2007,소화관 및 신진대사,231.8,3309.3
체코,2007,제산제,1.5,3309.3
체코,2007,소화성궤양 및 위장용 약물,41.4,3309.3
체코,2007,당뇨 약물,63.8,3309.3
체코,2007,심장 배당체,5.7,3309.3
체코,2007,항 부정맥제,7.0,3309.3
체코,2007,이뇨제,46.5,3309.3
체코,2007,진통제,23.9,3309.3
체코,2007,수면제 및 진정제,16.4,3309.3
체코,2007,항우울제,35.0,3309.3
체코,2008,소화관 및 신진대사,223.3,4219.3
체코,2008,제산제,1.5,4219.3
체코,2008,소화성궤양 및 위장용 약물,41.0,4219.3
체코,2008,당뇨 약물,62.8,4219.3
체코,2008,심장 배당체,4.6,4219.3
체코,2008,항 부정맥제,6.4,4219.3
체코,2008,이뇨제,40.5,4219.3
체코,2008,진통제,22.7,4219.3
체코,2008,수면제 및 진정제,16.0,4219.3
체코,2008,항우울제,35.9,4219.3
체코,2009,소화관 및 신진대사,223.8,4198.2
체코,2009,제산제,1.4,4198.2
체코,2009,소화성궤양 및 위장용 약물,46.4,4198.2
체코,2009,당뇨 약물,68.4,4198.2
체코,2009,심장 배당체,4.2,4198.2
체코,2009,항 부정맥제,6.9,4198.2
체코,2009,이뇨제,42.1,4198.2
체코,2009,진통제,22.0,4198.2
체코,2009,수면제 및 진정제,16.0,4198.2
체코,2009,항우울제,38.3,4198.2
체코,2010,소화관 및 신진대사,234.9,4265.7
체코,2010,제산제,1.4,4265.7
체코,2010,소화성궤양 및 위장용 약물,51.1,4265.7
체코,2010,당뇨 약물,73.7,4265.7
체코,2010,심장 배당체,3.9,4265.7
체코,2010,항 부정맥제,7.2,4265.7
체코,2010,이뇨제,43.8,4265.7
체코,2010,진통제,21.5,4265.7
체코,2010,수면제 및 진정제,16.5,4265.7
체코,2010,항우울제,41.6,4265.7
체코,2011,소화관 및 신진대사,239.2,4574.1
체코,2011,제산제,1.3,4574.1
체코,2011,소화성궤양 및 위장용 약물,55.2,4574.1
체코,2011,당뇨 약물,76.3,4574.1
체코,2011,심장 배당체,3.6,4574.1
체코,2011,항 부정맥제,7.5,4574.1
체코,2011,이뇨제,43.4,4574.1
체코,2011,진통제,22.1,4574.1
체코,2011,수면제 및 진정제,16.9,4574.1
체코,2011,항우울제,44.1,4574.1
체코,2012,소화관 및 신진대사,245.2,4277.8
체코,2012,제산제,1.1,4277.8
체코,2012,소화성궤양 및 위장용 약물,58.9,4277.8
체코,2012,당뇨 약물,78.3,4277.8
체코,2012,심장 배당체,3.3,4277.8
체코,2012,항 부정맥제,7.5,4277.8
체코,2012,이뇨제,44.6,4277.8
체코,2012,진통제,21.3,4277.8
체코,2012,수면제 및 진정제,17.1,4277.8
체코,2012,항우울제,46.2,4277.8
체코,2013,소화관 및 신진대사,254.6,4073.0
체코,2013,제산제,1.0,4073.0
체코,2013,소화성궤양 및 위장용 약물,60.3,4073.0
체코,2013,당뇨 약물,80.3,4073.0
체코,2013,심장 배당체,3.1,4073.0
체코,2013,항 부정맥제,7.7,4073.0
체코,2013,이뇨제,45.5,4073.0
체코,2013,진통제,21.8,4073.0
체코,2013,수면제 및 진정제,18.0,4073.0
체코,2013,항우울제,49.0,4073.0
체코,2014,소화관 및 신진대사,258.2,3905.9
체코,2014,제산제,0.9,3905.9
체코,2014,소화성궤양 및 위장용 약물,65.7,3905.9
체코,2014,당뇨 약물,84.7,3905.9
체코,2014,심장 배당체,2.9,3905.9
체코,2014,항 부정맥제,8.0,3905.9
체코,2014,이뇨제,47.3,3905.9
체코,2014,진통제,22.8,3905.9
체코,2014,수면제 및 진정제,19.5,3905.9
체코,2014,항우울제,52.7,3905.9
체코,2015,소화관 및 신진대사,279.1,3432.8
체코,2015,제산제,0.9,3432.8
체코,2015,소화성궤양 및 위장용 약물,69.7,3432.8
체코,2015,당뇨 약물,88.1,3432.8
체코,2015,심장 배당체,2.7,3432.8
체코,2015,항 부정맥제,8.3,3432.8
체코,2015,이뇨제,49.0,3432.8
체코,2015,진통제,23.9,3432.8
체코,2015,수면제 및 진정제,20.2,3432.8
체코,2015,항우울제,55.0,3432.8
체코,2016,소화관 및 신진대사,283.9,3570.9
체코,2016,제산제,0.9,3570.9
체코,2016,소화성궤양 및 위장용 약물,73.5,3570.9
체코,2016,당뇨 약물,89.0,3570.9
체코,2016,심장 배당체,2.5,3570.9
체코,2016,항 부정맥제,8.4,3570.9
체코,2016,이뇨제,47.9,3570.9
체코,2016,진통제,24.3,3570.9
체코,2016,수면제 및 진정제,20.1,3570.9
체코,2016,항우울제,57.1,3570.9
체코,2017,소화관 및 신진대사,290.7,3930.5
체코,2017,제산제,0.8,3930.5
체코,2017,소화성궤양 및 위장용 약물,74.4,3930.5
체코,2017,당뇨 약물,89.5,3930.5
체코,2017,심장 배당체,2.4,3930.5
체코,2017,항 부정맥제,8.5,3930.5
체코,2017,이뇨제,48.1,3930.5
체코,2017,진통제,25.5,3930.5
체코,2017,수면제 및 진정제,20.9,3930.5
체코,2017,항우울제,59.9,3930.5
체코,2018,소화관 및 신진대사,304.5,4488.5
체코,2018,제산제,0.8,4488.5
체코,2018,소화성궤양 및 위장용 약물,75.1,4488.5
체코,2018,당뇨 약물,90.5,4488.5
체코,2018,심장 배당체,2.1,4488.5
체코,2018,항 부정맥제,8.6,4488.5
체코,2018,이뇨제,47.6,4488.5
체코,2018,진통제,26.1,4488.5
체코,2018,수면제 및 진정제,20.7,4488.5
체코,2018,항우울제,61.4,4488.5
체코,2019,소화관 및 신진대사,301.4,4508.6
체코,2019,제산제,0.8,4508.6
체코,2019,소화성궤양 및 위장용 약물,79.2,4508.6
체코,2019,당뇨 약물,92.4,4508.6
체코,2019,심장 배당체,2.3,4508.6
체코,2019,항 부정맥제,8.9,4508.6
체코,2019,이뇨제,49.5,4508.6
체코,2019,향균제,16.9,4508.6
체코,2019,진통제,25.8,4508.6
체코,2019,수면제 및 진정제,21.5,4508.6
체코,2019,항우울제,64.4,4508.6
덴마크,1998,소화관 및 신진대사,93.2,1486.2
덴마크,1998,제산제,8.3,1486.2
덴마크,1998,소화성궤양 및 위장용 약물,18.3,1486.2
덴마크,1998,당뇨 약물,19.8,1486.2
덴마크,1998,심장 배당체,8.7,1486.2
덴마크,1998,항 부정맥제,1.3,1486.2
덴마크,1998,이뇨제,104.5,1486.2
덴마크,1998,향균제,13.6,1486.2
덴마크,1998,진통제,84.0,1486.2
덴마크,1998,수면제 및 진정제,34.9,1486.2
덴마크,1998,항우울제,29.0,1486.2
덴마크,1999,소화관 및 신진대사,95.5,1510.6
덴마크,1999,제산제,8.0,1510.6
덴마크,1999,소화성궤양 및 위장용 약물,19.5,1510.6
덴마크,1999,당뇨 약물,21.5,1510.6
덴마크,1999,심장 배당체,8.3,1510.6
덴마크,1999,항 부정맥제,1.4,1510.6
덴마크,1999,이뇨제,104.2,1510.6
덴마크,1999,향균제,13.1,1510.6
덴마크,1999,진통제,84.9,1510.6
덴마크,1999,수면제 및 진정제,33.7,1510.6
덴마크,1999,항우울제,31.6,1510.6
덴마크,2000,소화관 및 신진대사,101.8,1420.2
덴마크,2000,제산제,7.6,1420.2
덴마크,2000,소화성궤양 및 위장용 약물,20.8,1420.2
덴마크,2000,당뇨 약물,23.2,1420.2
덴마크,2000,심장 배당체,7.9,1420.2
덴마크,2000,항 부정맥제,1.5,1420.2
덴마크,2000,이뇨제,104.7,1420.2
덴마크,2000,향균제,13.3,1420.2
덴마크,2000,진통제,86.2,1420.2
덴마크,2000,수면제 및 진정제,32.8,1420.2
덴마크,2000,항우울제,35.2,1420.2
덴마크,2001,소화관 및 신진대사,108.8,1490.7
덴마크,2001,제산제,7.5,1490.7
덴마크,2001,소화성궤양 및 위장용 약물,23.1,1490.7
덴마크,2001,당뇨 약물,25.0,1490.7
덴마크,2001,심장 배당체,7.4,1490.7
덴마크,2001,항 부정맥제,1.6,1490.7
덴마크,2001,이뇨제,106.1,1490.7
덴마크,2001,향균제,13.8,1490.7
덴마크,2001,진통제,86.6,1490.7
덴마크,2001,수면제 및 진정제,32.7,1490.7
덴마크,2001,항우울제,42.0,1490.7
덴마크,2002,소화관 및 신진대사,113.4,1740.3
덴마크,2002,제산제,7.4,1740.3
덴마크,2002,소화성궤양 및 위장용 약물,25.2,1740.3
덴마크,2002,당뇨 약물,27.3,1740.3
덴마크,2002,심장 배당체,7.0,1740.3
덴마크,2002,항 부정맥제,1.7,1740.3
덴마크,2002,이뇨제,107.0,1740.3
덴마크,2002,향균제,14.3,1740.3
덴마크,2002,진통제,87.3,1740.3
덴마크,2002,수면제 및 진정제,32.7,1740.3
덴마크,2002,항우울제,46.9,1740.3
덴마크,2003,소화관 및 신진대사,116.8,2193.0
덴마크,2003,제산제,7.4,2193.0
덴마크,2003,소화성궤양 및 위장용 약물,26.8,2193.0
덴마크,2003,당뇨 약물,29.7,2193.0
덴마크,2003,심장 배당체,6.7,2193.0
덴마크,2003,항 부정맥제,1.6,2193.0
덴마크,2003,이뇨제,108.7,2193.0
덴마크,2003,향균제,14.6,2193.0
덴마크,2003,진통제,88.6,2193.0
덴마크,2003,수면제 및 진정제,32.8,2193.0
덴마크,2003,항우울제,52.7,2193.0
덴마크,2004,소화관 및 신진대사,122.5,2557.2
덴마크,2004,제산제,7.4,2557.2
덴마크,2004,소화성궤양 및 위장용 약물,28.8,2557.2
덴마크,2004,당뇨 약물,32.4,2557.2
덴마크,2004,심장 배당체,6.4,2557.2
덴마크,2004,항 부정맥제,1.6,2557.2
덴마크,2004,이뇨제,112.0,2557.2
덴마크,2004,향균제,15.2,2557.2
덴마크,2004,진통제,90.3,2557.2
덴마크,2004,수면제 및 진정제,32.3,2557.2
덴마크,2004,항우울제,55.4,2557.2
덴마크,2005,소화관 및 신진대사,126.7,2692.6
덴마크,2005,제산제,7.3,2692.6
덴마크,2005,소화성궤양 및 위장용 약물,31.6,2692.6
덴마크,2005,당뇨 약물,34.9,2692.6
덴마크,2005,심장 배당체,6.0,2692.6
덴마크,2005,항 부정맥제,1.6,2692.6
덴마크,2005,이뇨제,112.9,2692.6
덴마크,2005,향균제,15.8,2692.6
덴마크,2005,진통제,92.3,2692.6
덴마크,2005,수면제 및 진정제,31.4,2692.6
덴마크,2005,항우울제,60.1,2692.6
덴마크,2006,소화관 및 신진대사,132.5,2900.7
덴마크,2006,제산제,7.6,2900.7
덴마크,2006,소화성궤양 및 위장용 약물,34.6,2900.7
덴마크,2006,당뇨 약물,37.2,2900.7
덴마크,2006,심장 배당체,5.7,2900.7
덴마크,2006,항 부정맥제,1.6,2900.7
덴마크,2006,이뇨제,113.6,2900.7
덴마크,2006,향균제,16.3,2900.7
덴마크,2006,진통제,93.9,2900.7
덴마크,2006,수면제 및 진정제,30.1,2900.7
덴마크,2006,항우울제,64.9,2900.7
