,대륙,국가,공통국가여부,항목구분,연도,값(백만 자국화폐),전년대비증감,key_currency_x,key_currency_ext,환율(자국화폐단위/$),서비스비용(백만$)
256,아시아,일본,공통,의료품,2015,12312146.0,984360.0,2015일본,2015일본,121.04,101719.65
257,아시아,일본,공통,의료품,2016,11718883.0,-593263.0,2016일본,2016일본,108.79,107720.22
258,아시아,일본,공통,의료품,2017,11756703.0,37820.0,2017일본,2017일본,112.17,104811.47
259,아시아,일본,공통,의료품,2018,11670076.0,-86627.0,2018일본,2018일본,110.42,105688.06
260,아시아,일본,공통,예방치료,1998,1085394.0,25704.0,1998일본,1998일본,130.91,8291.15
261,아시아,일본,공통,예방치료,1999,1089786.0,4392.0,1999일본,1999일본,113.91,9567.08
262,아시아,일본,공통,예방치료,2000,1102001.0,12216.0,2000일본,2000일본,107.77,10225.49
263,아시아,일본,공통,예방치료,2001,988227.0,-113774.0,2001일본,2001일본,121.53,8131.55
264,아시아,일본,공통,예방치료,2002,982271.0,-5956.0,2002일본,2002일본,125.39,7833.73
265,아시아,일본,공통,예방치료,2003,947651.0,-34620.0,2003일본,2003일본,115.93,8174.34
266,아시아,일본,공통,예방치료,2004,958372.0,10722.0,2004일본,2004일본,108.19,8858.23
267,아시아,일본,공통,예방치료,2005,962143.0,3770.0,2005일본,2005일본,110.22,8729.3
268,아시아,일본,공통,예방치료,2006,969222.0,7079.0,2006일본,2006일본,116.3,8333.81
269,아시아,일본,공통,예방치료,2007,995674.0,26453.0,2007일본,2007일본,117.75,8455.83
270,아시아,일본,공통,예방치료,2008,1214255.0,218580.0,2008일본,2008일본,103.36,11747.82
271,아시아,일본,공통,예방치료,2009,1335511.0,121256.0,2009일본,2009일본,93.57,14272.85
272,아시아,일본,공통,예방치료,2010,1352471.0,16960.0,2010일본,2010일본,87.78,15407.51
273,아시아,일본,공통,예방치료,2011,1367774.0,15304.0,2011일본,2011일본,79.81,17137.88
274,아시아,일본,공통,예방치료,2012,1379207.0,11433.0,2012일본,2012일본,79.79,17285.46
275,아시아,일본,공통,예방치료,2013,1368218.0,-10989.0,2013일본,2013일본,97.6,14018.63
276,아시아,일본,공통,예방치료,2014,1563478.0,195260.0,2014일본,2014일본,105.95,14756.75
277,아시아,일본,공통,예방치료,2015,1591904.0,28426.0,2015일본,2015일본,121.04,13151.88
278,아시아,일본,공통,예방치료,2016,1656758.0,64854.0,2016일본,2016일본,108.79,15228.95
279,아시아,일본,공통,예방치료,2017,1686278.0,29521.0,2017일본,2017일본,112.17,15033.24
280,아시아,일본,공통,예방치료,2018,1794256.0,107977.0,2018일본,2018일본,110.42,16249.38
281,아시아,일본,공통,정부의료체계 및 재정행정,1998,674836.0,16082.0,1998일본,1998일본,130.91,5154.96
282,아시아,일본,공통,정부의료체계 및 재정행정,1999,733733.0,58897.0,1999일본,1999일본,113.91,6441.34
283,아시아,일본,공통,정부의료체계 및 재정행정,2000,835055.0,101322.0,2000일본,2000일본,107.77,7748.49
284,아시아,일본,공통,정부의료체계 및 재정행정,2001,824045.0,-11010.0,2001일본,2001일본,121.53,6780.59
285,아시아,일본,공통,정부의료체계 및 재정행정,2002,835768.0,11723.0,2002일본,2002일본,125.39,6665.35
286,아시아,일본,공통,정부의료체계 및 재정행정,2003,812847.0,-22921.0,2003일본,2003일본,115.93,7011.53
287,아시아,일본,공통,정부의료체계 및 재정행정,2004,820845.0,7998.0,2004일본,2004일본,108.19,7587.07
288,아시아,일본,공통,정부의료체계 및 재정행정,2005,832847.0,12002.0,2005일본,2005일본,110.22,7556.22
289,아시아,일본,공통,정부의료체계 및 재정행정,2006,847169.0,14322.0,2006일본,2006일본,116.3,7284.34
290,아시아,일본,공통,정부의료체계 및 재정행정,2007,856658.0,9490.0,2007일본,2007일본,117.75,7275.23
291,아시아,일본,공통,정부의료체계 및 재정행정,2008,773540.0,-83119.0,2008일본,2008일본,103.36,7483.94
292,아시아,일본,공통,정부의료체계 및 재정행정,2009,737605.0,-35935.0,2009일본,2009일본,93.57,7882.92
293,아시아,일본,공통,정부의료체계 및 재정행정,2010,726882.0,-10723.0,2010일본,2010일본,87.78,8280.72
294,아시아,일본,공통,정부의료체계 및 재정행정,2011,891813.0,164931.0,2011일본,2011일본,79.81,11174.2
295,아시아,일본,공통,정부의료체계 및 재정행정,2012,879147.0,-12666.0,2012일본,2012일본,79.79,11018.26
296,아시아,일본,공통,정부의료체계 및 재정행정,2013,869294.0,-9853.0,2013일본,2013일본,97.6,8906.7
297,아시아,일본,공통,정부의료체계 및 재정행정,2014,738232.0,-131062.0,2014일본,2014일본,105.95,6967.74
298,아시아,일본,공통,정부의료체계 및 재정행정,2015,948996.0,210764.0,2015일본,2015일본,121.04,7840.35
299,아시아,일본,공통,정부의료체계 및 재정행정,2016,966292.0,17296.0,2016일본,2016일본,108.79,8882.18
300,아시아,일본,공통,정부의료체계 및 재정행정,2017,1016823.0,50532.0,2017일본,2017일본,112.17,9065.02
301,아시아,일본,공통,정부의료체계 및 재정행정,2018,1037384.0,20561.0,2018일본,2018일본,110.42,9394.89
302,북아메리카,캐나다,공통,보건 당기 지출,1998,80388.0,4954.0,1998캐나다,1998캐나다,1.48,54316.22
303,북아메리카,캐나다,공통,보건 당기 지출,1999,83951.0,3564.0,1999캐나다,1999캐나다,1.49,56342.95
304,북아메리카,캐나다,공통,보건 당기 지출,2000,91230.0,7278.0,2000캐나다,2000캐나다,1.49,61228.19
305,북아메리카,캐나다,공통,보건 당기 지출,2001,98714.0,7484.0,2001캐나다,2001캐나다,1.55,63686.45
306,북아메리카,캐나다,공통,보건 당기 지출,2002,105721.0,7007.0,2002캐나다,2002캐나다,1.57,67338.22
307,북아메리카,캐나다,공통,보건 당기 지출,2003,113064.0,7342.0,2003캐나다,2003캐나다,1.4,80760.0
308,북아메리카,캐나다,공통,보건 당기 지출,2004,121100.0,8037.0,2004캐나다,2004캐나다,1.3,93153.85
309,북아메리카,캐나다,공통,보건 당기 지출,2005,128445.0,7344.0,2005캐나다,2005캐나다,1.21,106152.89
310,북아메리카,캐나다,공통,보건 당기 지출,2006,139811.0,11367.0,2006캐나다,2006캐나다,1.13,123726.55
311,북아메리카,캐나다,공통,보건 당기 지출,2007,149010.0,9199.0,2007캐나다,2007캐나다,1.07,139261.68
312,북아메리카,캐나다,공통,보건 당기 지출,2008,159193.0,10183.0,2008캐나다,2008캐나다,1.07,148778.5
313,북아메리카,캐나다,공통,보건 당기 지출,2009,168402.0,9209.0,2009캐나다,2009캐나다,1.14,147721.05
314,북아메리카,캐나다,공통,보건 당기 지출,2010,178198.0,9795.0,2010캐나다,2010캐나다,1.03,173007.77
315,북아메리카,캐나다,공통,보건 당기 지출,2011,184512.0,6314.0,2011캐나다,2011캐나다,0.99,186375.76
316,북아메리카,캐나다,공통,보건 당기 지출,2012,191973.0,7461.0,2012캐나다,2012캐나다,1.0,191973.0
317,북아메리카,캐나다,공통,보건 당기 지출,2013,197932.0,5959.0,2013캐나다,2013캐나다,1.03,192166.99
318,북아메리카,캐나다,공통,보건 당기 지출,2014,204448.0,6516.0,2014캐나다,2014캐나다,1.11,184187.39
319,북아메리카,캐나다,공통,보건 당기 지출,2015,213638.0,9191.0,2015캐나다,2015캐나다,1.28,166904.69
320,북아메리카,캐나다,공통,보건 당기 지출,2016,223274.0,9635.0,2016캐나다,2016캐나다,1.33,167875.19
321,북아메리카,캐나다,공통,보건 당기 지출,2017,231947.0,8673.0,2017캐나다,2017캐나다,1.3,178420.77
322,북아메리카,캐나다,공통,보건 당기 지출,2018,241108.0,9162.0,2018캐나다,2018캐나다,1.3,185467.69
323,북아메리카,캐나다,공통,보건 당기 지출,2019,250585.0,9476.0,2019캐나다,2019캐나다,1.33,188409.77
324,북아메리카,캐나다,공통,치료 및 재활 치료,1998,45702.0,1797.0,1998캐나다,1998캐나다,1.48,30879.73
325,북아메리카,캐나다,공통,치료 및 재활 치료,1999,40121.0,-5581.0,1999캐나다,1999캐나다,1.49,26926.85
326,북아메리카,캐나다,공통,치료 및 재활 치료,2000,43295.0,3174.0,2000캐나다,2000캐나다,1.49,29057.05
327,북아메리카,캐나다,공통,치료 및 재활 치료,2001,46718.0,3423.0,2001캐나다,2001캐나다,1.55,30140.65
328,북아메리카,캐나다,공통,치료 및 재활 치료,2002,50034.0,3316.0,2002캐나다,2002캐나다,1.57,31868.79
329,북아메리카,캐나다,공통,치료 및 재활 치료,2003,52895.0,2861.0,2003캐나다,2003캐나다,1.4,37782.14
330,북아메리카,캐나다,공통,치료 및 재활 치료,2004,56143.0,3247.0,2004캐나다,2004캐나다,1.3,43186.92
331,북아메리카,캐나다,공통,치료 및 재활 치료,2005,59679.0,3537.0,2005캐나다,2005캐나다,1.21,49321.49
332,북아메리카,캐나다,공통,치료 및 재활 치료,2006,68569.0,8890.0,2006캐나다,2006캐나다,1.13,60680.53
333,북아메리카,캐나다,공통,치료 및 재활 치료,2007,73306.0,4737.0,2007캐나다,2007캐나다,1.07,68510.28
334,북아메리카,캐나다,공통,치료 및 재활 치료,2008,78983.0,5676.0,2008캐나다,2008캐나다,1.07,73815.89
335,북아메리카,캐나다,공통,치료 및 재활 치료,2009,83870.0,4888.0,2009캐나다,2009캐나다,1.14,73570.18
336,북아메리카,캐나다,공통,치료 및 재활 치료,2010,88379.0,4509.0,2010캐나다,2010캐나다,1.03,85804.85
337,북아메리카,캐나다,공통,치료 및 재활 치료,2011,91124.0,2744.0,2011캐나다,2011캐나다,0.99,92044.44
338,북아메리카,캐나다,공통,치료 및 재활 치료,2012,94343.0,3219.0,2012캐나다,2012캐나다,1.0,94343.0
339,북아메리카,캐나다,공통,치료 및 재활 치료,2013,97436.0,3094.0,2013캐나다,2013캐나다,1.03,94598.06
340,북아메리카,캐나다,공통,치료 및 재활 치료,2014,100736.0,3299.0,2014캐나다,2014캐나다,1.11,90753.15
341,북아메리카,캐나다,공통,치료 및 재활 치료,2015,104781.0,4045.0,2015캐나다,2015캐나다,1.28,81860.16
342,북아메리카,캐나다,공통,치료 및 재활 치료,2016,108480.0,3699.0,2016캐나다,2016캐나다,1.33,81563.91
343,북아메리카,캐나다,공통,치료 및 재활 치료,2017,112334.0,3855.0,2017캐나다,2017캐나다,1.3,86410.77
344,북아메리카,캐나다,공통,치료 및 재활 치료,2018,117065.0,4731.0,2018캐나다,2018캐나다,1.3,90050.0
345,북아메리카,캐나다,공통,치료 및 재활 치료,2019,120266.0,3201.0,2019캐나다,2019캐나다,1.33,90425.56
346,북아메리카,캐나다,공통,장기 치료,1998,11092.0,972.0,1998캐나다,1998캐나다,1.48,7494.59
347,북아메리카,캐나다,공통,장기 치료,1999,13658.0,2566.0,1999캐나다,1999캐나다,1.49,9166.44
348,북아메리카,캐나다,공통,장기 치료,2000,14575.0,917.0,2000캐나다,2000캐나다,1.49,9781.88
349,북아메리카,캐나다,공통,장기 치료,2001,15363.0,788.0,2001캐나다,2001캐나다,1.55,9911.61
350,북아메리카,캐나다,공통,장기 치료,2002,16247.0,884.0,2002캐나다,2002캐나다,1.57,10348.41
351,북아메리카,캐나다,공통,장기 치료,2003,16965.0,718.0,2003캐나다,2003캐나다,1.4,12117.86
352,북아메리카,캐나다,공통,장기 치료,2004,18645.0,1680.0,2004캐나다,2004캐나다,1.3,14342.31
353,북아메리카,캐나다,공통,장기 치료,2005,19383.0,737.0,2005캐나다,2005캐나다,1.21,16019.01
354,북아메리카,캐나다,공통,장기 치료,2006,23473.0,4090.0,2006캐나다,2006캐나다,1.13,20772.57
355,북아메리카,캐나다,공통,장기 치료,2007,24917.0,1444.0,2007캐나다,2007캐나다,1.07,23286.92
356,북아메리카,캐나다,공통,장기 치료,2008,26638.0,1721.0,2008캐나다,2008캐나다,1.07,24895.33
357,북아메리카,캐나다,공통,장기 치료,2009,28164.0,1527.0,2009캐나다,2009캐나다,1.14,24705.26
358,북아메리카,캐나다,공통,장기 치료,2010,29620.0,1455.0,2010캐나다,2010캐나다,1.03,28757.28
359,북아메리카,캐나다,공통,장기 치료,2011,30981.0,1361.0,2011캐나다,2011캐나다,0.99,31293.94
360,북아메리카,캐나다,공통,장기 치료,2012,34339.0,3358.0,2012캐나다,2012캐나다,1.0,34339.0
361,북아메리카,캐나다,공통,장기 치료,2013,36337.0,1997.0,2013캐나다,2013캐나다,1.03,35278.64
362,북아메리카,캐나다,공통,장기 치료,2014,37998.0,1662.0,2014캐나다,2014캐나다,1.11,34232.43
363,북아메리카,캐나다,공통,장기 치료,2015,39489.0,1491.0,2015캐나다,2015캐나다,1.28,30850.78
364,북아메리카,캐나다,공통,장기 치료,2016,40734.0,1245.0,2016캐나다,2016캐나다,1.33,30627.07
365,북아메리카,캐나다,공통,장기 치료,2017,42393.0,1659.0,2017캐나다,2017캐나다,1.3,32610.0
366,북아메리카,캐나다,공통,장기 치료,2018,44314.0,1921.0,2018캐나다,2018캐나다,1.3,34087.69
367,북아메리카,캐나다,공통,장기 치료,2019,46315.0,2001.0,2019캐나다,2019캐나다,1.33,34823.31
368,북아메리카,캐나다,공통,보건 보조 서비스,1998,985.0,27.0,1998캐나다,1998캐나다,1.48,665.54
369,북아메리카,캐나다,공통,보건 보조 서비스,1999,5692.0,4706.0,1999캐나다,1999캐나다,1.49,3820.13
370,북아메리카,캐나다,공통,보건 보조 서비스,2000,6110.0,419.0,2000캐나다,2000캐나다,1.49,4100.67
371,북아메리카,캐나다,공통,보건 보조 서비스,2001,6129.0,19.0,2001캐나다,2001캐나다,1.55,3954.19
372,북아메리카,캐나다,공통,보건 보조 서비스,2002,6460.0,331.0,2002캐나다,2002캐나다,1.57,4114.65
373,북아메리카,캐나다,공통,보건 보조 서비스,2003,7036.0,576.0,2003캐나다,2003캐나다,1.4,5025.71
374,북아메리카,캐나다,공통,보건 보조 서비스,2004,7468.0,432.0,2004캐나다,2004캐나다,1.3,5744.62
375,북아메리카,캐나다,공통,보건 보조 서비스,2005,8103.0,635.0,2005캐나다,2005캐나다,1.21,6696.69
376,북아메리카,캐나다,공통,보건 보조 서비스,2006,4342.0,-3761.0,2006캐나다,2006캐나다,1.13,3842.48
377,북아메리카,캐나다,공통,보건 보조 서비스,2007,4663.0,320.0,2007캐나다,2007캐나다,1.07,4357.94
378,북아메리카,캐나다,공통,보건 보조 서비스,2008,5118.0,455.0,2008캐나다,2008캐나다,1.07,4783.18
379,북아메리카,캐나다,공통,보건 보조 서비스,2009,5621.0,503.0,2009캐나다,2009캐나다,1.14,4930.7
380,북아메리카,캐나다,공통,보건 보조 서비스,2010,6039.0,417.0,2010캐나다,2010캐나다,1.03,5863.11
381,북아메리카,캐나다,공통,보건 보조 서비스,2011,6749.0,710.0,2011캐나다,2011캐나다,0.99,6817.17
382,북아메리카,캐나다,공통,보건 보조 서비스,2012,6999.0,250.0,2012캐나다,2012캐나다,1.0,6999.0
383,북아메리카,캐나다,공통,보건 보조 서비스,2013,7158.0,159.0,2013캐나다,2013캐나다,1.03,6949.51
384,북아메리카,캐나다,공통,보건 보조 서비스,2014,7460.0,302.0,2014캐나다,2014캐나다,1.11,6720.72
385,북아메리카,캐나다,공통,보건 보조 서비스,2015,7365.0,-96.0,2015캐나다,2015캐나다,1.28,5753.91
386,북아메리카,캐나다,공통,보건 보조 서비스,2016,7697.0,332.0,2016캐나다,2016캐나다,1.33,5787.22
387,북아메리카,캐나다,공통,보건 보조 서비스,2017,8117.0,420.0,2017캐나다,2017캐나다,1.3,6243.85
388,북아메리카,캐나다,공통,보건 보조 서비스,2018,8170.0,53.0,2018캐나다,2018캐나다,1.3,6284.62
389,북아메리카,캐나다,공통,보건 보조 서비스,2019,8694.0,523.0,2019캐나다,2019캐나다,1.33,6536.84
390,북아메리카,캐나다,공통,의료품,1998,15135.0,1254.0,1998캐나다,1998캐나다,1.48,10226.35
391,북아메리카,캐나다,공통,의료품,1999,16171.0,1036.0,1999캐나다,1999캐나다,1.49,10853.02
392,북아메리카,캐나다,공통,의료품,2000,17970.0,1799.0,2000캐나다,2000캐나다,1.49,12060.4
393,북아메리카,캐나다,공통,의료품,2001,19741.0,1771.0,2001캐나다,2001캐나다,1.55,12736.13
394,북아메리카,캐나다,공통,의료품,2002,21528.0,1787.0,2002캐나다,2002캐나다,1.57,13712.1
395,북아메리카,캐나다,공통,의료품,2003,23215.0,1687.0,2003캐나다,2003캐나다,1.4,16582.14
396,북아메리카,캐나다,공통,의료품,2004,25159.0,1944.0,2004캐나다,2004캐나다,1.3,19353.08
397,북아메리카,캐나다,공통,의료품,2005,26667.0,1508.0,2005캐나다,2005캐나다,1.21,22038.84
398,북아메리카,캐나다,공통,의료품,2006,28874.0,2207.0,2006캐나다,2006캐나다,1.13,25552.21
399,북아메리카,캐나다,공통,의료품,2007,30485.0,1611.0,2007캐나다,2007캐나다,1.07,28490.65
400,북아메리카,캐나다,공통,의료품,2008,32218.0,1732.0,2008캐나다,2008캐나다,1.07,30110.28
