,대륙,국가,항목구분,연도,서비스비용(백만$)
517,유럽,오스트리아,장기 치료,2015,787.82
518,유럽,오스트리아,장기 치료,2016,822.73
519,유럽,오스트리아,장기 치료,2017,863.64
520,유럽,오스트리아,장기 치료,2018,922.31
521,유럽,오스트리아,장기 치료,2019,895.95
522,유럽,오스트리아,보건 보조 서비스,1998,42.49
523,유럽,오스트리아,보건 보조 서비스,1999,81.09
524,유럽,오스트리아,보건 보조 서비스,2000,71.41
525,유럽,오스트리아,보건 보조 서비스,2001,68.63
526,유럽,오스트리아,보건 보조 서비스,2002,74.56
527,유럽,오스트리아,보건 보조 서비스,2003,91.96
528,유럽,오스트리아,보건 보조 서비스,2004,122.2
529,유럽,오스트리아,보건 보조 서비스,2005,126.5
530,유럽,오스트리아,보건 보조 서비스,2006,139.5
531,유럽,오스트리아,보건 보조 서비스,2007,165.07
532,유럽,오스트리아,보건 보조 서비스,2008,180.39
533,유럽,오스트리아,보건 보조 서비스,2009,179.29
534,유럽,오스트리아,보건 보조 서비스,2010,173.49
535,유럽,오스트리아,보건 보조 서비스,2011,180.82
536,유럽,오스트리아,보건 보조 서비스,2012,176.17
537,유럽,오스트리아,보건 보조 서비스,2013,185.59
538,유럽,오스트리아,보건 보조 서비스,2014,187.88
539,유럽,오스트리아,보건 보조 서비스,2015,160.77
540,유럽,오스트리아,보건 보조 서비스,2016,166.12
541,유럽,오스트리아,보건 보조 서비스,2017,172.88
542,유럽,오스트리아,보건 보조 서비스,2018,188.92
543,유럽,오스트리아,보건 보조 서비스,2019,187.56
544,유럽,오스트리아,의료품,1998,230.37
545,유럽,오스트리아,의료품,1999,461.32
546,유럽,오스트리아,의료품,2000,419.18
547,유럽,오스트리아,의료품,2001,427.16
548,유럽,오스트리아,의료품,2002,483.67
549,유럽,오스트리아,의료품,2003,612.9
550,유럽,오스트리아,의료품,2004,721.7
551,유럽,오스트리아,의료품,2005,727.33
552,유럽,오스트리아,의료품,2006,769.24
553,유럽,오스트리아,의료품,2007,904.78
554,유럽,오스트리아,의료품,2008,1011.96
555,유럽,오스트리아,의료품,2009,935.63
556,유럽,오스트리아,의료품,2010,908.54
557,유럽,오스트리아,의료품,2011,988.27
558,유럽,오스트리아,의료품,2012,944.73
559,유럽,오스트리아,의료품,2013,991.64
560,유럽,오스트리아,의료품,2014,1048.13
561,유럽,오스트리아,의료품,2015,912.18
562,유럽,오스트리아,의료품,2016,926.6
563,유럽,오스트리아,의료품,2017,988.03
564,유럽,오스트리아,의료품,2018,1065.66
565,유럽,오스트리아,의료품,2019,1050.67
566,유럽,오스트리아,예방치료,1998,23.99
567,유럽,오스트리아,예방치료,1999,43.27
568,유럽,오스트리아,예방치료,2000,37.75
569,유럽,오스트리아,예방치료,2001,40.38
570,유럽,오스트리아,예방치료,2002,43.42
571,유럽,오스트리아,예방치료,2003,57.97
572,유럽,오스트리아,예방치료,2004,84.47
573,유럽,오스트리아,예방치료,2005,89.17
574,유럽,오스트리아,예방치료,2006,91.93
575,유럽,오스트리아,예방치료,2007,109.93
576,유럽,오스트리아,예방치료,2008,116.47
577,유럽,오스트리아,예방치료,2009,112.5
578,유럽,오스트리아,예방치료,2010,110.68
579,유럽,오스트리아,예방치료,2011,118.44
580,유럽,오스트리아,예방치료,2012,110.71
581,유럽,오스트리아,예방치료,2013,121.71
582,유럽,오스트리아,예방치료,2014,129.59
583,유럽,오스트리아,예방치료,2015,116.05
584,유럽,오스트리아,예방치료,2016,117.68
585,유럽,오스트리아,예방치료,2017,124.55
586,유럽,오스트리아,예방치료,2018,132.12
587,유럽,오스트리아,예방치료,2019,130.28
588,유럽,오스트리아,정부의료체계 및 재정행정,1998,62.36
589,유럽,오스트리아,정부의료체계 및 재정행정,1999,111.03
590,유럽,오스트리아,정부의료체계 및 재정행정,2000,95.3
591,유럽,오스트리아,정부의료체계 및 재정행정,2001,91.95
592,유럽,오스트리아,정부의료체계 및 재정행정,2002,102.66
593,유럽,오스트리아,정부의료체계 및 재정행정,2003,128.22
594,유럽,오스트리아,정부의료체계 및 재정행정,2004,173.62
595,유럽,오스트리아,정부의료체계 및 재정행정,2005,167.17
596,유럽,오스트리아,정부의료체계 및 재정행정,2006,164.87
597,유럽,오스트리아,정부의료체계 및 재정행정,2007,192.28
598,유럽,오스트리아,정부의료체계 및 재정행정,2008,224.31
599,유럽,오스트리아,정부의료체계 및 재정행정,2009,218.1
600,유럽,오스트리아,정부의료체계 및 재정행정,2010,207.3
601,유럽,오스트리아,정부의료체계 및 재정행정,2011,223.65
602,유럽,오스트리아,정부의료체계 및 재정행정,2012,221.93
603,유럽,오스트리아,정부의료체계 및 재정행정,2013,240.39
604,유럽,오스트리아,정부의료체계 및 재정행정,2014,250.62
605,유럽,오스트리아,정부의료체계 및 재정행정,2015,215.45
606,유럽,오스트리아,정부의료체계 및 재정행정,2016,224.52
607,유럽,오스트리아,정부의료체계 및 재정행정,2017,231.21
608,유럽,오스트리아,정부의료체계 및 재정행정,2018,251.11
609,유럽,오스트리아,정부의료체계 및 재정행정,2019,252.02
610,유럽,벨기에,보건 당기 지출,1998,499.67
611,유럽,벨기에,보건 당기 지출,1999,2764.18
612,유럽,벨기에,보건 당기 지출,2000,2538.12
613,유럽,벨기에,보건 당기 지출,2001,2589.3
614,유럽,벨기에,보건 당기 지출,2002,2877.22
615,유럽,벨기에,보건 당기 지출,2003,3929.29
616,유럽,벨기에,보건 당기 지출,2004,4641.74
617,유럽,벨기에,보건 당기 지출,2005,4785.5
618,유럽,벨기에,보건 당기 지출,2006,5006.22
619,유럽,벨기에,보건 당기 지출,2007,5789.89
620,유럽,벨기에,보건 당기 지출,2008,6641.76
621,유럽,벨기에,보건 당기 지출,2009,6693.28
622,유럽,벨기에,보건 당기 지출,2010,6612.28
623,유럽,벨기에,보건 당기 지출,2011,7275.79
624,유럽,벨기에,보건 당기 지출,2012,7007.43
625,유럽,벨기에,보건 당기 지출,2013,7383.1
626,유럽,벨기에,보건 당기 지출,2014,7610.52
627,유럽,벨기에,보건 당기 지출,2015,6458.4
628,유럽,벨기에,보건 당기 지출,2016,6884.7
629,유럽,벨기에,보건 당기 지출,2017,7271.21
630,유럽,벨기에,보건 당기 지출,2018,7841.3
631,유럽,벨기에,보건 당기 지출,2019,7610.04
632,유럽,벨기에,치료 및 재활 치료,2003,2047.34
633,유럽,벨기에,치료 및 재활 치료,2004,2477.96
634,유럽,벨기에,치료 및 재활 치료,2005,2561.33
635,유럽,벨기에,치료 및 재활 치료,2006,2526.05
636,유럽,벨기에,치료 및 재활 치료,2007,2940.99
637,유럽,벨기에,치료 및 재활 치료,2008,3485.69
638,유럽,벨기에,치료 및 재활 치료,2009,3523.32
639,유럽,벨기에,치료 및 재활 치료,2010,3522.24
640,유럽,벨기에,치료 및 재활 치료,2011,3928.49
641,유럽,벨기에,치료 및 재활 치료,2012,3806.04
642,유럽,벨기에,치료 및 재활 치료,2013,4011.57
643,유럽,벨기에,치료 및 재활 치료,2014,4122.28
644,유럽,벨기에,치료 및 재활 치료,2015,3564.64
645,유럽,벨기에,치료 및 재활 치료,2016,3637.44
646,유럽,벨기에,치료 및 재활 치료,2017,3882.88
647,유럽,벨기에,치료 및 재활 치료,2018,4178.01
648,유럽,벨기에,치료 및 재활 치료,2019,4188.61
649,유럽,벨기에,장기 치료,2003,761.0
650,유럽,벨기에,장기 치료,2004,855.93
651,유럽,벨기에,장기 치료,2005,874.83
652,유럽,벨기에,장기 치료,2006,1068.24
653,유럽,벨기에,장기 치료,2007,1236.95
654,유럽,벨기에,장기 치료,2008,1383.92
655,유럽,벨기에,장기 치료,2009,1398.32
656,유럽,벨기에,장기 치료,2010,1371.53
657,유럽,벨기에,장기 치료,2011,1493.48
658,유럽,벨기에,장기 치료,2012,1464.25
659,유럽,벨기에,장기 치료,2013,1563.17
660,유럽,벨기에,장기 치료,2014,1650.45
661,유럽,벨기에,장기 치료,2015,1315.01
662,유럽,벨기에,장기 치료,2016,1653.49
663,유럽,벨기에,장기 치료,2017,1757.58
664,유럽,벨기에,장기 치료,2018,1908.54
665,유럽,벨기에,장기 치료,2019,1710.94
666,유럽,벨기에,보건 보조 서비스,2003,133.08
667,유럽,벨기에,보건 보조 서비스,2004,166.11
668,유럽,벨기에,보건 보조 서비스,2005,169.67
669,유럽,벨기에,보건 보조 서비스,2006,192.27
670,유럽,벨기에,보건 보조 서비스,2007,222.06
671,유럽,벨기에,보건 보조 서비스,2008,309.02
672,유럽,벨기에,보건 보조 서비스,2009,324.81
673,유럽,벨기에,보건 보조 서비스,2010,313.88
674,유럽,벨기에,보건 보조 서비스,2011,328.31
675,유럽,벨기에,보건 보조 서비스,2012,340.93
676,유럽,벨기에,보건 보조 서비스,2013,338.08
677,유럽,벨기에,보건 보조 서비스,2014,343.85
678,유럽,벨기에,보건 보조 서비스,2015,295.99
679,유럽,벨기에,보건 보조 서비스,2016,301.78
680,유럽,벨기에,보건 보조 서비스,2017,308.94
681,유럽,벨기에,보건 보조 서비스,2018,335.13
682,유럽,벨기에,보건 보조 서비스,2019,333.58
683,유럽,벨기에,의료품,2003,741.12
684,유럽,벨기에,의료품,2004,866.28
685,유럽,벨기에,의료품,2005,883.33
686,유럽,벨기에,의료품,2006,899.16
687,유럽,벨기에,의료품,2007,1051.65
688,유럽,벨기에,의료품,2008,1094.51
689,유럽,벨기에,의료품,2009,1081.9
690,유럽,벨기에,의료품,2010,1048.93
691,유럽,벨기에,의료품,2011,1136.13
692,유럽,벨기에,의료품,2012,1037.13
693,유럽,벨기에,의료품,2013,1085.59
694,유럽,벨기에,의료품,2014,1092.87
695,유럽,벨기에,의료품,2015,947.55
696,유럽,벨기에,의료품,2016,962.41
697,유럽,벨기에,의료품,2017,973.48
698,유럽,벨기에,의료품,2018,1033.86
699,유럽,벨기에,의료품,2019,992.5
700,유럽,벨기에,예방치료,2003,69.65
701,유럽,벨기에,예방치료,2004,72.45
702,유럽,벨기에,예방치료,2005,84.17
703,유럽,벨기에,예방치료,2006,88.24
704,유럽,벨기에,예방치료,2007,103.12
705,유럽,벨기에,예방치료,2008,104.71
706,유럽,벨기에,예방치료,2009,122.57
707,유럽,벨기에,예방치료,2010,113.88
708,유럽,벨기에,예방치료,2011,120.67
709,유럽,벨기에,예방치료,2012,118.31
710,유럽,벨기에,예방치료,2013,131.14
711,유럽,벨기에,예방치료,2014,143.32
712,유럽,벨기에,예방치료,2015,115.9
713,유럽,벨기에,예방치료,2016,98.07
714,유럽,벨기에,예방치료,2017,106.82
715,유럽,벨기에,예방치료,2018,123.42
716,유럽,벨기에,예방치료,2019,123.54
717,유럽,벨기에,정부의료체계 및 재정행정,2003,176.93
718,유럽,벨기에,정부의료체계 및 재정행정,2004,203.01
719,유럽,벨기에,정부의료체계 및 재정행정,2005,212.33
720,유럽,벨기에,정부의료체계 및 재정행정,2006,232.44
721,유럽,벨기에,정부의료체계 및 재정행정,2007,234.93
722,유럽,벨기에,정부의료체계 및 재정행정,2008,264.12
723,유럽,벨기에,정부의료체계 및 재정행정,2009,242.54
724,유럽,벨기에,정부의료체계 및 재정행정,2010,241.81
725,유럽,벨기에,정부의료체계 및 재정행정,2011,268.53
726,유럽,벨기에,정부의료체계 및 재정행정,2012,241.11
727,유럽,벨기에,정부의료체계 및 재정행정,2013,253.56
728,유럽,벨기에,정부의료체계 및 재정행정,2014,257.75
729,유럽,벨기에,정부의료체계 및 재정행정,2015,219.47
730,유럽,벨기에,정부의료체계 및 재정행정,2016,231.5
731,유럽,벨기에,정부의료체계 및 재정행정,2017,241.36
732,유럽,벨기에,정부의료체계 및 재정행정,2018,262.5
733,유럽,벨기에,정부의료체계 및 재정행정,2019,260.72
734,유럽,체코,보건 당기 지출,1998,3736.77
735,유럽,체코,보건 당기 지출,1999,3759.91
736,유럽,체코,보건 당기 지출,2000,3524.43
737,유럽,체코,보건 당기 지출,2001,3975.11
738,유럽,체코,보건 당기 지출,2002,5077.34
739,유럽,체코,보건 당기 지출,2003,6529.81
740,유럽,체코,보건 당기 지출,2004,7609.03
741,유럽,체코,보건 당기 지출,2005,8695.16
742,유럽,체코,보건 당기 지출,2006,9629.96
743,유럽,체코,보건 당기 지출,2007,11386.05
744,유럽,체코,보건 당기 지출,2008,14992.56
745,유럽,체코,보건 당기 지출,2009,15038.88
746,유럽,체코,보건 당기 지출,2010,14372.88
747,유럽,체코,보건 당기 지출,2011,15900.06
748,유럽,체코,보건 당기 지출,2012,14573.44
749,유럽,체코,보건 당기 지출,2013,16347.88
750,유럽,체코,보건 당기 지출,2014,15902.6
751,유럽,체코,보건 당기 지출,2015,13530.93
752,유럽,체코,보건 당기 지출,2016,13948.12
753,유럽,체코,보건 당기 지출,2017,15610.99
754,유럽,체코,보건 당기 지출,2018,18732.9
755,유럽,체코,보건 당기 지출,2019,19642.48
756,유럽,체코,치료 및 재활 치료,2000,1799.61
757,유럽,체코,치료 및 재활 치료,2001,2052.5
758,유럽,체코,치료 및 재활 치료,2002,2608.67
759,유럽,체코,치료 및 재활 치료,2003,3745.13
760,유럽,체코,치료 및 재활 치료,2004,4277.9
761,유럽,체코,치료 및 재활 치료,2005,4780.01
762,유럽,체코,치료 및 재활 치료,2006,5444.25
763,유럽,체코,치료 및 재활 치료,2007,6563.97
764,유럽,체코,치료 및 재활 치료,2008,8769.6
765,유럽,체코,치료 및 재활 치료,2009,8908.87
766,유럽,체코,치료 및 재활 치료,2010,8631.36
767,유럽,체코,치료 및 재활 치료,2011,9641.86
768,유럽,체코,치료 및 재활 치료,2012,8757.05
769,유럽,체코,치료 및 재활 치료,2013,8880.53
770,유럽,체코,치료 및 재활 치료,2014,8539.45
771,유럽,체코,치료 및 재활 치료,2015,7258.82
772,유럽,체코,치료 및 재활 치료,2016,7371.89
773,유럽,체코,치료 및 재활 치료,2017,8284.26
774,유럽,체코,치료 및 재활 치료,2018,10251.31
775,유럽,체코,치료 및 재활 치료,2019,10753.07
776,유럽,체코,장기 치료,2000,130.6
777,유럽,체코,장기 치료,2001,157.39
778,유럽,체코,장기 치료,2002,205.25
779,유럽,체코,장기 치료,2003,238.96
780,유럽,체코,장기 치료,2004,256.73
781,유럽,체코,장기 치료,2005,298.29
782,유럽,체코,장기 치료,2006,353.1
783,유럽,체코,장기 치료,2007,453.33
784,유럽,체코,장기 치료,2008,506.74
785,유럽,체코,장기 치료,2009,526.65
786,유럽,체코,장기 치료,2010,545.24
787,유럽,체코,장기 치료,2011,634.41
